WKT,name,description
"POLYGON ((106.7949876 -6.3627283, 106.8094072 -6.3647755, 106.815587 -6.3565865, 106.8279466 -6.3579513, 106.8389329 -6.3531744, 106.8341264 -6.3449852, 106.8499193 -6.3381607, 106.8609056 -6.3579513, 106.8718919 -6.3531744, 106.8718919 -6.360681, 106.8828783 -6.3695524, 106.8986711 -6.3715996, 106.9048509 -6.3627283, 106.9137773 -6.3675052, 106.9227037 -6.3033547, 106.9130907 -6.2972122, 106.9041643 -6.264451, 106.9137773 -6.2548953, 106.9433031 -6.2542128, 106.9481096 -6.2221315, 106.9611558 -6.2166707, 106.9693956 -6.1975573, 106.9714555 -6.1053939, 106.8924913 -6.1053939, 106.8938646 -6.1327033, 106.8636522 -6.1245106, 106.8293199 -6.1327033, 106.8149003 -6.1306551, 106.7853746 -6.1347514, 106.7757616 -6.1231452, 106.7455492 -6.1251933, 106.7338762 -6.1190488, 106.7160234 -6.0978836, 106.6864976 -6.0951526, 106.6885576 -6.1053939, 106.6981706 -6.1115386, 106.6851243 -6.1279242, 106.6913042 -6.133386, 106.6878709 -6.1408958, 106.6878709 -6.170934, 106.7249498 -6.1927789, 106.71877 -6.2234967, 106.7428026 -6.2248619, 106.7524156 -6.2514825, 106.7764482 -6.3170044, 106.8107805 -6.3163219, 106.794301 -6.3449852, 106.7949876 -6.3627283))",Kota DKI Jakarta,
