WKT,name,description
"POLYGON ((106.7498684 -6.3430483, 106.7470769 -6.3664094, 106.7501668 -6.3861989, 106.7405538 -6.4080348, 106.7336873 -6.4366929, 106.7886639 -6.4404577, 106.8257428 -6.4402871, 106.892004 -6.4471101, 106.8964672 -6.4254466, 106.8981839 -6.4059997, 106.8947506 -6.3926936, 106.8954373 -6.3877463, 106.8954373 -6.3711983, 106.8828783 -6.3695524, 106.8718919 -6.360681, 106.8718919 -6.3531744, 106.8609056 -6.3579513, 106.8499193 -6.3381607, 106.8341264 -6.3449852, 106.8389329 -6.3531744, 106.8279466 -6.3579513, 106.815587 -6.3565865, 106.8094072 -6.3647755, 106.7949876 -6.3627283, 106.7785359 -6.3623269, 106.7690945 -6.3626681, 106.7608548 -6.358403, 106.7569065 -6.3505551, 106.7551899 -6.3469723, 106.7522717 -6.3439014, 106.7498684 -6.3430483))",Depok,
