WKT,name,description
"POLYGON ((110.0335416 -7.891869, 110.3164396 -8.0115566, 110.8273038 -8.2046145, 110.8355436 -8.1855847, 110.8163175 -8.1407253, 110.8012113 -8.1651947, 110.7847318 -8.1502414, 110.790225 -8.12849, 110.7806119 -8.0863435, 110.7764921 -8.0645887, 110.7545194 -8.0237954, 110.7682523 -7.9857179, 110.7709989 -7.9068318, 110.7861051 -7.8224886, 110.766879 -7.8088833, 110.7613859 -7.8292911, 110.7449064 -7.8102439, 110.7133207 -7.7939169, 110.7174406 -7.803441, 110.6776151 -7.8075227, 110.6734952 -7.7843926, 110.6570157 -7.8007199, 110.6034574 -7.8020805, 110.573245 -7.8088833, 110.5869779 -7.7925563, 110.5622587 -7.7857532, 110.5347928 -7.7993593, 110.5141935 -7.7721467, 110.4963407 -7.770786, 110.4922208 -7.7476538, 110.4675016 -7.6428627, 110.4702482 -7.6224458, 110.4606351 -7.5965831, 110.4606351 -7.5679961, 110.4455289 -7.5407687, 110.4180631 -7.5598281, 110.3864774 -7.6006668, 110.3013334 -7.6523902, 110.2738676 -7.7068292, 110.2628812 -7.6864154, 110.2670011 -7.6551123, 110.2560148 -7.6428627, 110.2422819 -7.6551123, 110.1942167 -7.646946, 110.1475248 -7.6455849, 110.1173124 -7.6700837, 110.1351652 -7.6932201, 110.1351652 -7.7299636, 110.1145658 -7.7775893, 110.0925931 -7.7843926, 110.0843534 -7.8075227, 110.0623807 -7.8170466, 110.054141 -7.8428958, 110.0335416 -7.891869))",DIY Yogyakarta,
