WKT,name,description
"POLYGON ((106.8509434 -6.2328481, 106.8507497 -6.2332167, 106.8507067 -6.2334513, 106.850814 -6.2343259, 106.8519298 -6.2350938, 106.8525521 -6.2355844, 106.8527238 -6.236459, 106.8516938 -6.2398932, 106.8527238 -6.2420476, 106.8537108 -6.2420689, 106.853861 -6.2418983, 106.8531315 -6.2409811, 106.8529813 -6.2405971, 106.8529169 -6.2397439, 106.8530462 -6.239098, 106.8532072 -6.2385008, 106.8534754 -6.2378075, 106.8536041 -6.2369543, 106.8535183 -6.2360051, 106.8532715 -6.2347252, 106.8528424 -6.2348212, 106.8527673 -6.2342026, 106.8526171 -6.2334454, 106.8518017 -6.2334667, 106.8513511 -6.2335414, 106.8512652 -6.2333494, 106.8512974 -6.2330934, 106.8509434 -6.2328481))",Tebet Echo Park,
